claim_row_id,policy_id,claim_amount,claim_count,exposure,area,vehicle_power,vehicle_age,driver_age,bonus_malus,vehicle_brand,fuel_type,density,region
3324,3001815,2630.58,2.0,0.08,B,7.0,2.0,31.0,54.0,B12,Diesel,52.0,R72
3325,3001815,1204.0,2.0,0.08,B,7.0,2.0,31.0,54.0,B12,Diesel,52.0,R72
3326,3026192,1204.0,1.0,0.28,D,4.0,1.0,31.0,90.0,B12,Regular,570.0,R31
3327,5062,1405.75,1.0,0.54,F,5.0,0.0,25.0,80.0,B3,Diesel,10961.0,R11
3328,3035089,1204.0,1.0,0.53,D,6.0,9.0,31.0,90.0,B12,Diesel,1962.0,R82
3329,3035989,8250.06,2.0,0.53,E,6.0,1.0,39.0,100.0,B12,Diesel,8549.0,R82
3330,3035989,4386.76,2.0,0.53,E,6.0,1.0,39.0,100.0,B12,Diesel,8549.0,R82
3331,3036058,467.38,1.0,0.53,E,4.0,4.0,27.0,95.0,B1,Regular,3317.0,R93
3332,3024181,1204.0,1.0,0.2,B,4.0,2.0,54.0,50.0,B12,Regular,54.0,R25
3333,3036233,1204.0,2.0,0.5,D,4.0,1.0,23.0,112.0,B1,Diesel,930.0,R11
3334,9954,1284.45,1.0,0.14,D,4.0,7.0,78.0,62.0,B6,Regular,1541.0,R91
3335,3035048,1204.0,2.0,0.53,C,8.0,1.0,51.0,50.0,B12,Diesel,163.0,R93
3336,3043200,1204.0,1.0,0.1,C,8.0,1.0,56.0,58.0,B2,Diesel,292.0,R54
3337,3014867,1492.3,1.0,0.36,C,4.0,2.0,53.0,50.0,B12,Regular,392.0,R93
3338,2005151,238.0,1.0,0.46,E,10.0,2.0,33.0,57.0,B12,Diesel,2090.0,R11
3339,622,1397.97,1.0,0.75,D,5.0,0.0,34.0,64.0,B12,Regular,1565.0,R31
3340,3011031,1204.0,1.0,0.96,B,6.0,6.0,31.0,68.0,B12,Regular,67.0,R72
3341,2038447,1172.0,1.0,0.25,E,7.0,10.0,34.0,70.0,B3,Regular,6313.0,R11
3342,3040717,1204.0,1.0,0.87,E,7.0,3.0,35.0,80.0,B12,Diesel,9817.0,R11
3343,2024336,1172.0,1.0,0.81,E,7.0,7.0,27.0,100.0,B12,Regular,2537.0,R31
3344,2869,1878.72,1.0,0.57,D,4.0,0.0,48.0,50.0,B12,Regular,726.0,R91
3345,3022225,556.14,1.0,0.95,E,5.0,1.0,51.0,50.0,B12,Regular,4762.0,R93
3346,3019068,1204.0,1.0,0.78,D,5.0,2.0,72.0,50.0,B12,Regular,514.0,R31
3347,7924,746.84,1.0,0.26,E,6.0,3.0,45.0,50.0,B12,Regular,2618.0,R22
3348,3016224,1204.0,2.0,0.44,A,11.0,2.0,56.0,50.0,B12,Diesel,13.0,R93
3349,3042071,1204.0,1.0,0.95,A,6.0,1.0,45.0,50.0,B12,Diesel,27.0,R73
3350,3042522,1204.0,2.0,1.0,D,9.0,2.0,53.0,50.0,B6,Diesel,1185.0,R11
3351,3020689,1896.62,1.0,0.63,C,11.0,5.0,32.0,85.0,B11,Regular,211.0,R94
3352,3035103,1204.0,1.0,0.53,E,10.0,3.0,53.0,64.0,B12,Regular,2674.0,R93
3353,3007999,2408.0,1.0,0.78,A,5.0,3.0,52.0,50.0,B12,Regular,20.0,R74
3354,3037660,80.0,1.0,0.59,F,7.0,15.0,23.0,100.0,B3,Regular,27000.0,R11
3355,2003808,1172.0,1.0,0.63,D,5.0,2.0,51.0,50.0,B12,Regular,565.0,R93
3356,3041921,2408.0,1.0,0.93,D,4.0,1.0,32.0,68.0,B12,Diesel,875.0,R93
3357,3020379,1204.0,1.0,0.87,C,4.0,2.0,56.0,50.0,B12,Regular,358.0,R31
3358,3029611,556.14,1.0,0.27,C,11.0,1.0,32.0,90.0,B12,Diesel,255.0,R31
3359,6886,83.87,1.0,0.42,E,6.0,0.0,41.0,75.0,B2,Diesel,3744.0,R93
3360,3027308,1204.0,1.0,0.2,C,7.0,7.0,34.0,76.0,B3,Regular,229.0,R82
3361,3034913,1204.0,1.0,0.53,D,10.0,4.0,32.0,50.0,B12,Regular,923.0,R11
3362,3001312,2408.0,1.0,0.2,D,5.0,3.0,37.0,76.0,B12,Regular,1565.0,R31
3363,3001108,426.86,1.0,0.03,B,9.0,10.0,27.0,80.0,B12,Regular,95.0,R26
3364,3039070,1204.0,1.0,0.26,C,4.0,1.0,53.0,50.0,B12,Regular,392.0,R93
3365,3023825,701.03,1.0,0.87,E,5.0,7.0,53.0,90.0,B5,Diesel,6912.0,R11
3366,3022490,191.46,1.0,0.9,E,10.0,1.0,27.0,66.0,B12,Regular,4762.0,R93
3367,3015424,1204.0,1.0,0.45,F,5.0,2.0,34.0,80.0,B12,Regular,27000.0,R11
3368,3042116,1204.0,1.0,0.82,B,4.0,10.0,23.0,80.0,B5,Regular,71.0,R22
3369,3006747,1204.0,1.0,0.7,C,7.0,3.0,66.0,50.0,B12,Regular,393.0,R91
3370,5181,191.15,1.0,0.57,D,5.0,2.0,26.0,100.0,B12,Diesel,1412.0,R83
3371,3041476,1406.14,2.0,0.88,E,4.0,2.0,25.0,118.0,B12,Regular,3301.0,R73
3372,3041476,850.0,2.0,0.88,E,4.0,2.0,25.0,118.0,B12,Regular,3301.0,R73
3373,3036789,93.89,1.0,0.61,E,6.0,10.0,41.0,118.0,B1,Regular,8023.0,R11
3374,3000396,1204.0,1.0,0.8,D,4.0,3.0,39.0,55.0,B12,Regular,1753.0,R82
3375,3007664,1204.0,1.0,0.96,D,6.0,10.0,50.0,50.0,B3,Diesel,1323.0,R82
3376,3043162,1204.0,1.0,0.29,D,4.0,0.0,36.0,100.0,B12,Diesel,1862.0,R31
3377,3005855,1204.0,1.0,0.27,B,4.0,1.0,38.0,85.0,B12,Diesel,85.0,R93
3378,3009639,1204.0,1.0,0.95,E,7.0,3.0,46.0,54.0,B12,Diesel,5821.0,R11
3379,3043769,1204.0,1.0,0.87,D,9.0,4.0,66.0,51.0,B12,Regular,610.0,R93
3380,3028568,1204.0,1.0,0.45,C,5.0,1.0,65.0,50.0,B12,Regular,116.0,R82
3381,1004846,1128.12,1.0,0.06,E,9.0,1.0,44.0,50.0,B12,Regular,2278.0,R11
3382,3018939,556.88,1.0,0.7,D,10.0,2.0,62.0,50.0,B12,Regular,1488.0,R82
3383,3011018,57.4,1.0,0.96,E,9.0,6.0,33.0,60.0,B1,Regular,2949.0,R31
3384,2017388,1172.0,1.0,0.53,E,6.0,1.0,23.0,112.0,B12,Diesel,2567.0,R11
3385,3008526,1204.0,2.0,0.67,E,6.0,3.0,32.0,68.0,B12,Regular,4408.0,R11
3386,3044023,1204.0,1.0,0.64,D,4.0,10.0,21.0,100.0,B2,Regular,677.0,R31
3387,3043064,1913.46,1.0,0.3,C,8.0,1.0,54.0,50.0,B12,Diesel,206.0,R91
3388,3009905,1754.68,1.0,0.52,C,11.0,3.0,32.0,54.0,B12,Diesel,495.0,R91
3389,3035208,602.0,1.0,0.53,D,6.0,7.0,28.0,85.0,B3,Regular,674.0,R93
3390,3004857,1204.0,1.0,0.45,A,10.0,4.0,36.0,50.0,B1,Diesel,41.0,R52
3391,3029531,6434.12,1.0,0.32,D,5.0,10.0,25.0,90.0,B1,Regular,1955.0,R94
3392,3018039,7620.85,2.0,0.61,D,7.0,2.0,54.0,50.0,B12,Diesel,932.0,R41
3393,3018039,354.47,2.0,0.61,D,7.0,2.0,54.0,50.0,B12,Diesel,932.0,R41
3394,3044295,1204.0,1.0,0.05,C,12.0,2.0,44.0,50.0,B12,Diesel,247.0,R93
3395,1005531,599.42,1.0,0.45,E,5.0,1.0,72.0,50.0,B12,Regular,5449.0,R82
3396,2028995,1172.0,1.0,0.53,D,4.0,0.0,32.0,72.0,B12,Regular,1662.0,R11
3397,3044478,602.0,1.0,0.06,F,6.0,2.0,49.0,100.0,B12,Regular,15725.0,R11
3398,3037467,1204.0,1.0,0.3,D,4.0,1.0,47.0,50.0,B12,Regular,725.0,R73
3399,3022947,1204.0,1.0,0.96,D,4.0,2.0,59.0,50.0,B12,Regular,1457.0,R52
3400,3227,984.07,1.0,0.96,E,6.0,7.0,47.0,50.0,B4,Regular,2498.0,R72
3401,2038705,3291.45,1.0,0.23,F,5.0,3.0,25.0,90.0,B1,Diesel,10961.0,R11
3402,1011467,1207.98,1.0,0.43,D,9.0,2.0,47.0,50.0,B12,Regular,824.0,R91
3403,3015372,1204.0,1.0,0.19,C,7.0,2.0,38.0,62.0,B12,Diesel,220.0,R82
3404,3027986,1204.0,1.0,0.36,B,6.0,1.0,38.0,60.0,B12,Diesel,69.0,R24
3405,3019351,387.83,1.0,0.5,F,6.0,6.0,69.0,80.0,B12,Diesel,17140.0,R11
3406,3027520,1204.0,1.0,0.36,E,5.0,10.0,24.0,100.0,B5,Diesel,6157.0,R31
3407,3026290,556.14,2.0,0.28,B,6.0,1.0,34.0,82.0,B12,Diesel,71.0,R72
3408,3026290,1204.0,2.0,0.28,B,6.0,1.0,34.0,82.0,B12,Diesel,71.0,R72
3409,1011516,1128.0,1.0,0.28,F,7.0,1.0,31.0,60.0,B12,Diesel,27000.0,R11
3410,3012889,1204.0,1.0,0.22,F,4.0,2.0,50.0,50.0,B12,Regular,14368.0,R11
3411,3035121,1204.0,1.0,0.53,A,8.0,1.0,64.0,50.0,B12,Diesel,29.0,R54
3412,3023970,1204.0,1.0,0.87,D,4.0,1.0,49.0,50.0,B12,Regular,916.0,R31
3413,3038661,746.65,1.0,0.31,D,4.0,10.0,53.0,62.0,B5,Regular,1229.0,R31
3414,3018364,1204.0,1.0,0.61,E,6.0,2.0,66.0,50.0,B12,Regular,4762.0,R93
3415,3016224,1204.0,2.0,0.44,A,11.0,2.0,56.0,50.0,B12,Diesel,13.0,R93
3416,3035527,1204.0,1.0,0.53,E,4.0,1.0,69.0,68.0,B12,Regular,4998.0,R11
3417,3042210,1204.0,1.0,0.86,F,7.0,0.0,51.0,50.0,B12,Regular,27000.0,R11
3418,3028028,1204.0,1.0,0.27,D,5.0,10.0,55.0,76.0,B5,Diesel,752.0,R31
3419,3008026,704.37,1.0,0.78,C,4.0,3.0,59.0,50.0,B12,Regular,269.0,R91
3420,3017295,1204.0,1.0,0.53,D,5.0,3.0,58.0,50.0,B12,Regular,645.0,R94
3421,3044741,1204.0,1.0,0.05,C,5.0,0.0,53.0,58.0,B12,Regular,209.0,R11
3422,3006523,31.85,1.0,0.61,E,4.0,6.0,37.0,90.0,B1,Regular,4762.0,R93
3423,3026696,602.0,1.0,0.28,A,6.0,1.0,38.0,54.0,B12,Diesel,38.0,R22
3424,3027742,1204.0,1.0,0.36,B,4.0,1.0,35.0,51.0,B12,Diesel,79.0,R21
3425,3006310,1528.49,1.0,0.61,E,7.0,3.0,36.0,90.0,B10,Diesel,2472.0,R82
3426,3024662,1204.0,1.0,0.73,C,4.0,0.0,25.0,76.0,B12,Diesel,356.0,R73
3427,3017153,1204.0,1.0,0.53,A,8.0,6.0,53.0,95.0,B10,Diesel,19.0,R72
3428,3037410,1204.0,1.0,0.46,E,6.0,1.0,53.0,57.0,B12,Diesel,2567.0,R11
3429,3043176,1204.0,1.0,0.93,C,6.0,0.0,62.0,58.0,B1,Diesel,307.0,R72
3430,3043462,119.01,1.0,0.52,B,8.0,8.0,21.0,100.0,B3,Diesel,89.0,R24
3431,3012910,1204.0,1.0,0.28,F,15.0,5.0,56.0,90.0,B12,Diesel,22669.0,R11
3432,3019792,1204.0,1.0,0.35,E,4.0,2.0,29.0,125.0,B12,Regular,4423.0,R11
3433,3025428,742.47,1.0,0.71,E,4.0,1.0,65.0,50.0,B12,Diesel,2211.0,R11
3434,3039498,1204.0,1.0,0.3,C,6.0,1.0,37.0,50.0,B12,Regular,369.0,R73
3435,3002643,692.3,1.0,0.0054794520547945,C,9.0,10.0,34.0,60.0,B12,Regular,106.0,R91
3436,3044565,1204.0,1.0,0.07,A,4.0,2.0,65.0,68.0,B12,Regular,4.0,R82
3437,3025374,1204.0,1.0,0.8,D,6.0,3.0,44.0,85.0,B12,Diesel,1746.0,R11
3438,3002768,792.44,1.0,0.5,B,5.0,4.0,57.0,50.0,B12,Regular,88.0,R31
3439,3000277,1204.0,2.0,0.4,D,10.0,4.0,53.0,106.0,B13,Regular,1022.0,R41
3440,3044074,556.14,2.0,0.57,C,7.0,3.0,43.0,60.0,B12,Diesel,280.0,R21
3441,3044074,115.53,2.0,0.57,C,7.0,3.0,43.0,60.0,B12,Diesel,280.0,R21
3442,1011198,2256.24,1.0,0.06,F,5.0,1.0,39.0,100.0,B12,Regular,27000.0,R11
3443,3015529,1304.24,2.0,0.45,C,7.0,2.0,65.0,50.0,B12,Diesel,307.0,R73
3444,3015529,1204.0,2.0,0.45,C,7.0,2.0,65.0,50.0,B12,Diesel,307.0,R73
3445,3039220,556.14,2.0,0.78,D,9.0,15.0,23.0,80.0,B1,Regular,675.0,R91
3446,3039220,1204.0,2.0,0.78,D,9.0,15.0,23.0,80.0,B1,Regular,675.0,R91
3447,3037173,4082.94,1.0,0.61,C,10.0,1.0,55.0,50.0,B12,Regular,342.0,R93
3448,3008602,3193.47,1.0,0.87,E,4.0,3.0,38.0,90.0,B12,Regular,7590.0,R11
3449,3039876,1204.0,1.0,0.78,D,8.0,1.0,51.0,51.0,B12,Diesel,1847.0,R82
3450,2019385,1172.0,2.0,0.78,F,7.0,1.0,51.0,56.0,B12,Diesel,27000.0,R11
3451,3016629,1204.0,1.0,0.45,F,10.0,2.0,66.0,50.0,B12,Regular,27000.0,R11
3452,3025369,956.15,1.0,0.73,E,4.0,1.0,46.0,50.0,B12,Regular,2769.0,R11
3453,3043217,556.14,1.0,0.9,D,4.0,4.0,26.0,106.0,B12,Regular,1541.0,R91
3454,3018647,4531.43,1.0,0.7,E,10.0,2.0,44.0,50.0,B12,Regular,3301.0,R73
3455,1005475,1202.51,1.0,0.45,C,7.0,1.0,50.0,50.0,B12,Diesel,113.0,R91
3456,2017364,1204.0,1.0,0.53,B,11.0,1.0,42.0,54.0,B12,Diesel,66.0,R93
3457,3028460,1204.0,1.0,0.45,A,15.0,1.0,51.0,50.0,B12,Regular,15.0,R72
3458,3006213,1204.0,1.0,0.52,D,6.0,5.0,40.0,57.0,B12,Diesel,1729.0,R74
3459,3016824,4420.0,1.0,0.32,D,7.0,2.0,53.0,50.0,B12,Diesel,1422.0,R82
3460,3024078,1204.0,1.0,0.8,B,5.0,2.0,36.0,72.0,B3,Diesel,88.0,R31
3461,3021379,105.25,2.0,0.5,C,7.0,10.0,50.0,90.0,B12,Diesel,144.0,R91
3462,3021379,12199.2,2.0,0.5,C,7.0,10.0,50.0,90.0,B12,Diesel,144.0,R91
3463,3041957,465.22,1.0,0.46,E,6.0,10.0,36.0,50.0,B5,Regular,9850.0,R11
3464,3035460,1565.67,1.0,0.15,E,5.0,10.0,25.0,90.0,B2,Diesel,3301.0,R73
3465,3034933,1621.19,1.0,0.53,E,6.0,15.0,27.0,100.0,B3,Regular,9307.0,R82
3466,3043612,1204.0,1.0,0.48,C,8.0,0.0,48.0,50.0,B12,Diesel,176.0,R91
3467,3035297,1204.0,1.0,0.53,D,8.0,1.0,55.0,50.0,B12,Diesel,1759.0,R52
3468,3044724,556.14,2.0,0.15,D,4.0,0.0,47.0,50.0,B12,Regular,935.0,R91
3469,3044724,1204.0,2.0,0.15,D,4.0,0.0,47.0,50.0,B12,Regular,935.0,R91
3470,1002317,1828.68,1.0,0.06,D,6.0,6.0,35.0,68.0,B12,Regular,1874.0,R11
3471,3009388,1268.99,1.0,0.95,B,6.0,5.0,37.0,95.0,B12,Diesel,50.0,R24
3472,3041296,1204.0,1.0,0.87,E,7.0,1.0,57.0,55.0,B12,Diesel,6729.0,R11
3473,3040682,1204.0,1.0,0.87,A,6.0,1.0,65.0,50.0,B12,Regular,13.0,R41
3474,3011299,1204.0,1.0,0.95,C,6.0,3.0,51.0,50.0,B12,Regular,208.0,R52
3475,3023555,1204.0,1.0,0.8,C,4.0,15.0,30.0,68.0,B1,Diesel,202.0,R31
3476,3045609,1204.0,1.0,0.02,B,10.0,10.0,23.0,80.0,B12,Regular,85.0,R52
3477,3013668,1204.0,1.0,0.42,F,12.0,2.0,51.0,76.0,B12,Diesel,15703.0,R11
3478,3037149,1204.0,1.0,0.28,E,4.0,3.0,31.0,85.0,B12,Regular,3274.0,R11
3479,3020347,1204.0,1.0,0.87,F,10.0,1.0,32.0,90.0,B12,Regular,27000.0,R11
3480,3024500,656.14,2.0,0.8,B,11.0,1.0,50.0,50.0,B12,Diesel,70.0,R83
3481,3024500,1204.0,2.0,0.8,B,11.0,1.0,50.0,50.0,B12,Diesel,70.0,R83
3482,3041293,746.14,2.0,0.44,E,4.0,7.0,29.0,100.0,B1,Regular,4650.0,R11
3483,3041293,1204.0,2.0,0.44,E,4.0,7.0,29.0,100.0,B1,Regular,4650.0,R11
3484,3036354,373.02,1.0,0.32,E,6.0,1.0,28.0,85.0,B3,Diesel,2365.0,R31
3485,3010561,1204.0,1.0,0.96,C,6.0,3.0,42.0,63.0,B12,Regular,317.0,R11
3486,3043249,1204.0,1.0,0.8,D,7.0,2.0,34.0,54.0,B2,Regular,1609.0,R11
3487,3026046,327.65,1.0,0.04,C,7.0,2.0,61.0,90.0,B12,Regular,118.0,R82
3488,3006024,1204.0,1.0,0.61,C,10.0,3.0,53.0,50.0,B12,Diesel,217.0,R91
3489,3042241,1204.0,2.0,0.66,C,6.0,6.0,21.0,100.0,B2,Regular,133.0,R31
3490,3026393,1204.0,1.0,0.08,D,12.0,1.0,41.0,55.0,B12,Regular,645.0,R91
3491,3043347,1204.0,2.0,0.92,E,11.0,1.0,31.0,50.0,B12,Diesel,8915.0,R11
3492,3003394,143.52,1.0,0.36,E,6.0,7.0,53.0,50.0,B12,Diesel,3274.0,R11
3493,3023909,1204.0,1.0,0.87,E,5.0,6.0,42.0,95.0,B2,Regular,5449.0,R82
3494,1007393,82.05,1.0,0.61,B,6.0,7.0,19.0,100.0,B6,Diesel,66.0,R93
3495,3040240,5050.8,1.0,0.58,D,12.0,1.0,50.0,90.0,B12,Regular,1457.0,R52
3496,3044937,556.14,1.0,0.29,C,5.0,0.0,36.0,52.0,B12,Diesel,458.0,R93
3497,3021217,1204.0,1.0,0.95,C,5.0,3.0,28.0,76.0,B12,Regular,131.0,R82
3498,3005222,1204.0,1.0,0.53,C,9.0,3.0,51.0,57.0,B12,Regular,166.0,R94
3499,3004319,1558.73,1.0,0.45,C,7.0,4.0,43.0,81.0,B13,Diesel,217.0,R73
3500,3407,1096.52,1.0,0.93,F,9.0,0.0,68.0,50.0,B12,Regular,17140.0,R11
3501,3016875,1204.0,1.0,0.53,E,6.0,1.0,46.0,50.0,B12,Regular,9812.0,R11
3502,3040183,1204.0,1.0,0.57,D,11.0,8.0,51.0,67.0,B1,Diesel,537.0,R41
3503,1011411,1128.12,1.0,1.0,C,7.0,4.0,63.0,85.0,B4,Regular,424.0,R11
3504,3027080,1204.0,1.0,0.63,C,7.0,1.0,57.0,80.0,B12,Regular,214.0,R26
3505,3016265,556.14,1.0,0.45,C,10.0,2.0,63.0,50.0,B12,Regular,299.0,R31
3506,3022768,1204.0,1.0,0.96,D,6.0,4.0,41.0,50.0,B12,Regular,710.0,R82
3507,1001462,1870.81,1.0,0.09,D,7.0,3.0,39.0,118.0,B12,Regular,1662.0,R11
3508,3002990,1204.0,1.0,0.71,D,6.0,5.0,43.0,100.0,B12,Regular,817.0,R11
3509,3000277,1204.0,2.0,0.4,D,10.0,4.0,53.0,106.0,B13,Regular,1022.0,R41
3510,3022127,556.14,2.0,0.3,E,5.0,9.0,36.0,68.0,B5,Diesel,2365.0,R31
3511,3022127,1204.0,2.0,0.3,E,5.0,9.0,36.0,68.0,B5,Diesel,2365.0,R31
3512,3011313,8931.25,2.0,0.87,B,8.0,2.0,38.0,72.0,B12,Regular,72.0,R93
3513,3011313,1204.0,2.0,0.87,B,8.0,2.0,38.0,72.0,B12,Regular,72.0,R93
3514,3039364,1204.0,1.0,0.47,C,5.0,9.0,22.0,100.0,B4,Diesel,134.0,R31
3515,3040316,1851.6,1.0,0.87,D,4.0,1.0,28.0,60.0,B12,Diesel,1289.0,R31
3516,3027999,833.67,1.0,0.36,F,8.0,1.0,53.0,52.0,B12,Diesel,27000.0,R11
3517,3018372,1204.0,1.0,0.61,F,8.0,15.0,29.0,95.0,B5,Regular,27000.0,R11
3518,1000141,336.89,1.0,0.12,C,10.0,15.0,43.0,50.0,B12,Diesel,116.0,R93
3519,3013019,1204.0,1.0,0.58,E,14.0,15.0,31.0,100.0,B12,Diesel,3301.0,R73
3520,3043799,27.51,1.0,0.36,C,5.0,10.0,23.0,85.0,B2,Diesel,310.0,R93
3521,3042989,1204.0,1.0,0.8,B,4.0,2.0,31.0,85.0,B12,Regular,67.0,R72
3522,1002929,1128.12,1.0,0.28,E,9.0,1.0,42.0,63.0,B12,Regular,6729.0,R11
3523,3041759,1204.0,1.0,0.9,C,7.0,1.0,27.0,68.0,B12,Regular,123.0,R41
3524,3044211,556.14,2.0,0.33,B,6.0,1.0,44.0,59.0,B12,Diesel,78.0,R54
3525,3044211,1204.0,2.0,0.33,B,6.0,1.0,44.0,59.0,B12,Diesel,78.0,R54
3526,3027040,419.26,1.0,0.12,B,10.0,10.0,35.0,50.0,B11,Regular,87.0,R11
3527,3006542,1204.0,1.0,0.61,B,5.0,3.0,55.0,50.0,B12,Regular,62.0,R73
3528,3038549,1204.0,1.0,0.41,D,8.0,1.0,53.0,50.0,B12,Diesel,930.0,R22
3529,3042522,1204.0,2.0,1.0,D,9.0,2.0,53.0,50.0,B6,Diesel,1185.0,R11
3530,3003533,3408.79,1.0,0.19,D,4.0,3.0,42.0,85.0,B12,Regular,1220.0,R73
3531,1010266,811.8,1.0,0.86,F,6.0,1.0,37.0,100.0,B12,Regular,27000.0,R11
3532,3040917,1081.03,2.0,0.65,B,4.0,4.0,47.0,57.0,B12,Regular,94.0,R42
3533,3040917,1204.0,2.0,0.65,B,4.0,4.0,47.0,57.0,B12,Regular,94.0,R42
3534,3018830,1204.0,1.0,0.7,D,5.0,8.0,47.0,90.0,B1,Regular,1929.0,R11
3535,3007353,602.0,1.0,0.46,E,4.0,3.0,48.0,53.0,B12,Regular,3852.0,R11
3536,3019191,753.45,2.0,0.7,B,4.0,2.0,56.0,50.0,B12,Regular,74.0,R73
3537,3019191,650.0,2.0,0.7,B,4.0,2.0,56.0,50.0,B12,Regular,74.0,R73
3538,3020245,556.14,2.0,0.78,F,4.0,2.0,35.0,95.0,B12,Regular,27000.0,R11
3539,3020245,257.77,2.0,0.78,F,4.0,2.0,35.0,95.0,B12,Regular,27000.0,R11
3540,1000607,804.08,1.0,0.28,A,10.0,10.0,52.0,50.0,B12,Diesel,37.0,R94
3541,3016987,1066.14,1.0,0.53,C,7.0,2.0,56.0,50.0,B12,Diesel,185.0,R91
3542,3028683,1204.0,1.0,0.45,E,7.0,1.0,54.0,50.0,B12,Regular,8455.0,R82
3543,3016777,400.0,1.0,0.53,C,4.0,2.0,49.0,75.0,B12,Regular,220.0,R52
3544,3005546,1204.0,1.0,0.53,E,6.0,3.0,56.0,50.0,B12,Diesel,9307.0,R82
3545,3007433,602.0,1.0,0.7,E,5.0,3.0,39.0,50.0,B12,Regular,3317.0,R93
3546,3468,556.14,2.0,0.81,C,10.0,0.0,53.0,50.0,B12,Diesel,112.0,R93
3547,3043308,1204.0,1.0,0.92,F,9.0,0.0,57.0,50.0,B12,Regular,27000.0,R11
3548,3035048,1204.0,2.0,0.53,C,8.0,1.0,51.0,50.0,B12,Diesel,163.0,R93
3549,3042517,28.26,1.0,0.59,E,11.0,0.0,45.0,85.0,B12,Diesel,3301.0,R73
3550,3038315,1204.0,1.0,0.59,F,5.0,7.0,45.0,100.0,B1,Regular,27000.0,R11
3551,3027947,1204.0,1.0,0.63,E,7.0,1.0,51.0,50.0,B12,Regular,4762.0,R93
3552,3026469,952.69,2.0,0.43,B,4.0,1.0,32.0,50.0,B12,Diesel,75.0,R72
3553,3026469,602.0,2.0,0.43,B,4.0,1.0,32.0,50.0,B12,Diesel,75.0,R72
3554,3016883,178.62,4.0,0.27,E,5.0,9.0,23.0,90.0,B3,Diesel,6924.0,R11
3555,3016883,3376.22,4.0,0.27,E,5.0,9.0,23.0,90.0,B3,Diesel,6924.0,R11
3556,3016883,212.89,4.0,0.27,E,5.0,9.0,23.0,90.0,B3,Diesel,6924.0,R11
3557,3016883,579.14,4.0,0.27,E,5.0,9.0,23.0,90.0,B3,Diesel,6924.0,R11
3558,1001506,1128.12,1.0,0.2,D,4.0,1.0,43.0,72.0,B12,Regular,573.0,R41
3559,3001554,381.1,1.0,0.8,C,6.0,3.0,78.0,50.0,B12,Diesel,137.0,R52
3560,3007221,602.0,1.0,0.7,A,12.0,5.0,51.0,71.0,B12,Diesel,13.0,R74
3561,3000746,556.14,2.0,0.87,E,7.0,3.0,61.0,68.0,B12,Diesel,2569.0,R11
3562,3000746,796.19,2.0,0.87,E,7.0,3.0,61.0,68.0,B12,Diesel,2569.0,R11
3563,3043011,1707.75,2.0,0.23,C,5.0,0.0,45.0,50.0,B12,Diesel,125.0,R91
3564,3043011,201.71,2.0,0.23,C,5.0,0.0,45.0,50.0,B12,Diesel,125.0,R91
3565,3018122,515.53,2.0,0.61,D,10.0,5.0,33.0,64.0,B12,Diesel,1232.0,R93
3566,3022703,1543.38,1.0,0.88,E,4.0,2.0,38.0,50.0,B3,Diesel,6157.0,R31
3567,3041006,1204.0,1.0,0.81,E,4.0,1.0,24.0,76.0,B12,Regular,4172.0,R82
3568,3007449,1204.0,1.0,0.47,E,7.0,7.0,30.0,90.0,B4,Regular,3856.0,R11
3569,3041507,133.65,1.0,0.95,C,4.0,1.0,36.0,50.0,B12,Diesel,428.0,R73
3570,3040867,1204.0,1.0,0.87,D,8.0,1.0,63.0,54.0,B12,Diesel,566.0,R93
3571,3030047,1204.0,1.0,0.62,D,4.0,2.0,24.0,100.0,B2,Regular,800.0,R72
3572,1003734,1128.12,1.0,0.12,D,9.0,1.0,42.0,50.0,B12,Regular,721.0,R93
3573,3039892,4945.1,2.0,0.78,E,4.0,4.0,30.0,100.0,B12,Regular,4762.0,R93
3574,3039892,1204.0,2.0,0.78,E,4.0,4.0,30.0,100.0,B12,Regular,4762.0,R93
3575,3025897,1204.0,1.0,0.38,C,10.0,1.0,44.0,50.0,B12,Regular,220.0,R11
3576,3006073,1204.0,1.0,0.61,E,7.0,10.0,43.0,52.0,B12,Regular,2740.0,R22
3577,3004575,1204.0,1.0,0.45,D,6.0,7.0,29.0,90.0,B12,Regular,570.0,R31
3578,3002146,1204.0,1.0,0.25,E,6.0,10.0,27.0,132.0,B12,Regular,2399.0,R24
3579,3043931,10093.13,2.0,0.31,D,6.0,5.0,24.0,100.0,B1,Diesel,1472.0,R31
3580,3043931,1204.0,2.0,0.31,D,6.0,5.0,24.0,100.0,B1,Diesel,1472.0,R31
3581,3036889,556.14,1.0,0.46,F,6.0,1.0,44.0,50.0,B12,Diesel,10477.0,R11
3582,1000446,1128.12,1.0,0.91,E,5.0,1.0,31.0,64.0,B12,Regular,3963.0,R91
3583,3038888,556.14,1.0,0.78,E,4.0,1.0,38.0,60.0,B12,Regular,4762.0,R93
3584,3029628,1204.0,1.0,0.01,A,4.0,1.0,37.0,50.0,B12,Diesel,44.0,R52
3585,3036280,4213.46,1.0,0.61,A,4.0,1.0,24.0,112.0,B12,Diesel,13.0,R21
3586,3012694,1404.4,1.0,0.71,D,10.0,10.0,40.0,50.0,B4,Regular,528.0,R93
3587,3024938,1204.0,1.0,0.78,E,12.0,1.0,32.0,60.0,B12,Regular,3064.0,R11
